,Unnamed: 0,Unnamed: 0.1,token_id,rule_name,rule_description,prior_feedback,bound_vars,prior_resp,prior_resp_bonan,posterior_feedback,bound_vars_post,post_resp,post_resp_bonan,bn_check
118,127,200,oYoA1,Kappa,at least one is blue AND small,the configuration must contain the smallest blue shape in any position,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,It must contain the smallest blue shape in any position,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
119,128,201,oYoA1,Iota,one is blue,it must contain the medium blue shape in any position.  This can be the only blue shape in the arrangement,[['x1']],"Z.atmost(lambda x1: Z.and_operator(Z.equal(x1,2,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,There must be one middle sized blue shape in the scene.  it can be the only blue one in the scene.  there can be any quantity of other colors in there,[['x1']],"Z.atmost(lambda x1: Z.and_operator(Z.equal(x1,2,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,0
120,129,202,oYoA1,Zeta,there is a red,the scene must contain any number of red shapes,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,There must be at least 1 red piece in the scene,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,1
121,130,203,oYoA1,Upsilon,none are upright,two red shapes need to be leaning,[['x1']],"Z.exactly(lambda x1: Z.and_operator(Z.equal(x1,'red','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),2,X)",bonan's rule,all shapes of any color or size need to be on their side,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
122,131,204,oYoA1,Omega,all are blue OR small,There can be no more than 3 shapes and at least one must be blue in any position,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atmost(lambda x2: Z.equal(x1,'blue','colour'),3,X),1,X)",bonan's rule,there can only be one blue shape in the scene,[['x1']],"Z.atmost(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
123,132,205,m11iV,Zeta,there is a red,The must be at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,The must be at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
124,133,207,m11iV,Upsilon,none are upright,All cones must be on their sides.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,No cones may be pointed up.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
125,134,208,m11iV,Iota,one is blue,The must be at least one blue cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'blue','colour'), 1, X)",bonan's rule,The must be at least one blue cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'blue','colour'), 1, X)",bonan's rule,0
126,135,209,m11iV,Omega,all are blue OR small,There must be at least one small cone .,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,1,'size'),1,X)",bonan's rule,The cones must be small or the blue cones have to have the largest area.,"[['x1'],['x1','x2']]","Z.forall(lambda x1: Z.exists(lambda x2: Z.or_operator(Z.equal(x1,1,'size'),Z.and_operator(Z.equal(x2,'blue','colour'),Z.greater(x2,x1,'size'))),X),X)",bonan's rule,0
127,139,216,28sHU,Zeta,there is a red,There is exactly one big cone.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,3,'size'),1,X)",bonan's rule,There must be at least two different color small cones,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x2,1,'size')),Z.not_operator(Z.equal(x1,x2,'colour'))),X),X)",bonan's rule,0
128,140,218,28sHU,Iota,one is blue,There must be at least one small cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,1,'size'),1,X)",bonan's rule,There must be at least two medium cones.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,2,'size'),2,X)",bonan's rule,0
129,143,221,eKeCo,Kappa,at least one is blue AND small,There must be at least one small purple cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,There must be at least one small purple cone. The other cones don't matter.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,0
130,145,224,eKeCo,Zeta,there is a red,"There must be at least one red cone. If it's a small one it needs to point to the left. If it's larger, it doesn't.",[['x1']],"Z.atleast(lambda x1: Z.or_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,1,'size')),Z.equal(x1,'lhs','orientation')),Z.and_operator(Z.equal(x1,'red','colour'),Z.not_operator(Z.equal(x1,1,'size')))),1,X)",bonan's rule,There must be at least one red cone and it doesn't matter the size or the direction it is pointing.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
131,146,225,mfEzV,Omega,all are blue OR small,There must be at least one upright blue cone,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'upright','orientation'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,There is exactly one blue cone. If there are Additional cones they must be in pairs,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
132,147,226,mfEzV,Iota,one is blue,There must be at least one blue cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There is exactly one blue cone,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
133,149,229,mfEzV,Upsilon,none are upright,There must be at least 2 large cones of the same color touching and at least one small blue cone,"[['x1'],[['x1','x2'],['x1','x2','x3']]]","Z.exists(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,3,'size'),Z.equal(x2,3,'size')),Z.hor_operator(x1,x2,'contact')), Z.and_operator(Z.equal(x3,'blue','colour'),Z.equal(x3,1,'size'))),1,X),2,X),X)",bonan's rule,There can be no cones that are upright.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
134,150,230,jj8N0,Kappa,at least one is blue AND small,There must be at least one small blue cone,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,"There must be at least one small blue cone, and at least one medium or large cone present.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')), Z.or_operator(Z.equal(x2,2,'size'),Z.equal(x2,3,'size'))),1,X),1,X)",bonan's rule,0
135,151,233,jj8N0,Zeta,there is a red,"My tests made it seem like at least 1 large green and red cone must be present was the rule. However, based on the choices, it looks like it might that there must be at least 1 large green cone present. ",[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'green','colour'),1,X)",bonan's rule,There must be at least one red and one green cone of any size/orientation. ,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'), Z.equal(x2,'red','colour')),1,X),1,X)",bonan's rule,0
136,152,234,jj8N0,Iota,one is blue,Max of 1 red and blue cones of the same size are required.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,'blue','colour')),Z.equal(x1,x2,'size')),1,X),1,X)",bonan's rule,Red and blue cones are required,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'blue','colour')),X),X)",bonan's rule,1
137,153,240,awKAA,Zeta,there is a red,Red and green are the key,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'red','colour')),X),X)",bonan's rule,Green and red emit zeta.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'red','colour')),X),X)",bonan's rule,0
138,156,244,awKAA,Omega,all are blue OR small,Small green is the key,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,Small green triangle is the key,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
139,157,245,2XvsB,Zeta,there is a red,Zeta waves are emitted if there is a triangle standing up and also one on its side or pointing anywhere other than up.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'upright','orientation'),Z.not_operator(Z.equal(x2,'upright','orientation'))),X),X)",bonan's rule,"If there is a red triangle present, zeta waves are emitted.",[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
140,158,246,2XvsB,Kappa,at least one is blue AND small,"If there are a blue and green triangle present, Kappa waves are emitted
","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),X),X)",bonan's rule,"If there is a small blue triangle present, Kappa waves are emitted.",[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,1
141,160,248,2XvsB,Upsilon,none are upright,blue or red triangles not pointing up,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),Z.and_operator(Z.equal(x2,'green','colour'),Z.not_operator(Z.equal(x2,'upright','orientation')))),X),X)",bonan's rule,blue or red triangles without the presence of any triangle pointing up produces Upsilon Waves.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.forall(lambda x3: Z.and_operator(Z.or_operator(Z.equal(x1,'blue','colour'), Z.equal(x2,'red','colour')),Z.not_operator(Z.equal(x3,'upright','orientation'))),X),X),X)",bonan's rule,0
142,161,249,2XvsB,Iota,one is blue,Any blue triangle present,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,A single blue triangle produces Iota waves.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,1
143,162,250,oGvkb,Kappa,at least one is blue AND small,2 blue and 2 green,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),2,X),2,X)",bonan's rule,2 blue and 3 green,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),3,X),2,X)",bonan's rule,0
144,163,251,oGvkb,Omega,all are blue OR small,2 green and 1 blue,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),2,X),1,X)",bonan's rule,2 green and 1 blue,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),2,X),1,X)",bonan's rule,0
145,164,252,oGvkb,Zeta,there is a red,2 red and 1 green,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,2 red and 1 green,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,0
146,165,253,oGvkb,Iota,one is blue,"1 blue , 1 red and 1 green","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.exactly(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,"one blue , green and red","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.exactly(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,1
147,166,254,oGvkb,Upsilon,none are upright, 2 red and 1 blue,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,2 red and 1 blue,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,0
148,167,255,VmskZ,Upsilon,none are upright,"There has to be multiple red cones, at least two.  One cone has to be a larger cone for the radiation to work. ","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,2,'size'))),X),2,X)",bonan's rule,"I think there has to be two red, one has to be large and at least one blue cone for the radiation to emit. ","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,2,'size'))),Z.equal(x3,'blue','colour')),3,X),X),2,X)",bonan's rule,0
149,170,259,VmskZ,Zeta,there is a red,"There has to be at least one red.  There can be other colors, but red has to be present for the radiation to emit. ",[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,"There can be any combination of any of the colors, but red must be present. ",[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
150,171,260,oehIW,Iota,one is blue,There must be only one blue and one red cone.,"[['x1'],['x1','x2']]","Z.atmost(lambda x1: Z.atmost(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),1,X),1,X)",bonan's rule,There must be at least one blue cone and at least one red one. There must not be more than one blue cone.,"[['x1'],['x1','x2']]","Z.atmost(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),1,X),1,X)",bonan's rule,1
151,172,261,oehIW,Upsilon,none are upright,None of the cones can be upright.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,None of the cones can be upright.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
152,173,263,oehIW,Zeta,there is a red,A red and green cone must be touching each other.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,A red cone must be touching another cone.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.not_operator(Z.equal(x2,'red','colour'))),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,0
153,174,264,oehIW,Kappa,at least one is blue AND small,There must be at least 3 green cones. A green cone must be the biggest.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.forall(lambda x1: Z.exists(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.greater(x1,x2,'size')),Z.equal(x3,'green','colour')),2,X),X),X)",bonan's rule,Green must be the biggest.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.greater(x1,x2,'size')),X),X)",bonan's rule,0
154,175,265,6djO6,Zeta,there is a red,There must be one upright red triangle to create Zeta waves.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,'upright','orientation')),X)",bonan's rule,There must be a red triangle for zeta waves to exist ,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
155,176,266,6djO6,Upsilon,none are upright,There must be a triangle that is laying on its side in order for Upsilon waves to occur,[['x1']],"Z.exists(lambda x1: Z.or_operator(Z.equal(x1,'lhs','orientation'),Z.equal(x1,'rhs','orientation')),X)",bonan's rule,The triangles must be diagonal or laying on the side to get Upsilon waves. Triangles must not be sitting upright.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
156,177,267,6djO6,Iota,one is blue,A blue triangle makes Iota waves,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,There must be only one blue triangle to create Iota waves.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
157,178,268,6djO6,Kappa,at least one is blue AND small,A small blue triangle and a big blue triangle are required to make kappa waves.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,Two blue triangles of different sizes are required for Kappa waves.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'blue','colour')),Z.not_operator(Z.equal(x1,x2,'size'))),X),X)",bonan's rule,0
158,179,269,6djO6,Omega,all are blue OR small,A small triangle is required for Omega waves,[['x1']],"Z.exists(lambda x1: Z.equal(x1,1,'size'),X)",bonan's rule,only small triangles can make omega waves,[['x1']],"Z.exists(lambda x1: Z.equal(x1,1,'size'),X)",bonan's rule,0
159,180,270,v2KgI,Omega,all are blue OR small,There must be at least two different colors,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.not_operator(Z.equal(x1,x2,'colour')),X),2,X)",bonan's rule,There must at least two different shapes.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.not_operator(Z.equal(x1,x2,'size')),X),2,X)",bonan's rule,0
160,181,271,v2KgI,Iota,one is blue,There must be at least three different colours,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,There must be at least three different colours.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,0
161,182,272,v2KgI,Upsilon,none are upright,There must be at least two different color and two different shapes.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.not_operator(Z.equal(x1,x2,'colour')),Z.not_operator(Z.equal(x1,x2,'size'))),X),2,X)",bonan's rule,There must be at least two different color and two different shapes,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.not_operator(Z.equal(x1,x2,'colour')),Z.not_operator(Z.equal(x1,x2,'size'))),X),2,X)",bonan's rule,0
162,183,275,RCQCS,Zeta,there is a red,There must be at least one red triangle present to emit Zeta waves.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at least one triangle present to emit Zeta waves.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
163,185,277,RCQCS,Upsilon,none are upright,There must be a small blue triangle and a medium red triangle present. There must not be any green triangles present.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.forall(lambda x3: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,2,'size'))),Z.not_operator(Z.equal(x3,'green','colour'))),X),X),X)",bonan's rule,There must be at least one small blue triangle and one red triangle of any size. There must not be any green triangles present.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.forall(lambda x3: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),Z.equal(x2,'red','colour')),Z.not_operator(Z.equal(x3,'green','colour'))),X),X),X)",bonan's rule,0
164,186,278,RCQCS,Iota,one is blue,"There must only be one blue triangle, of any size, present.",[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,"There must be only one blue triangle, of any size, present.",[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
165,187,279,RCQCS,Kappa,at least one is blue AND small,At least one small blue triangle must be present.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,There must be at least one small blue triangle present.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,0
166,188,281,yzRdU,Omega,all are blue OR small,There must be at least one upside,[['x1']],"Z.atleast(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),1,X)",bonan's rule,There must be atleast one upside,[['x1']],"Z.atleast(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),1,X)",bonan's rule,0
167,190,295,ckg85,Kappa,at least one is blue AND small,The small blue pyramid causes the wave.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),X)",bonan's rule,The small blue pyramid causes this radiation.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),X)",bonan's rule,0
168,191,296,ckg85,Omega,all are blue OR small,The small green pyramid emits this radiation,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'green','colour')),X)",bonan's rule,The small green pyramid emits this radiation,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'green','colour')),X)",bonan's rule,0
169,192,297,ckg85,Iota,one is blue,medium blue emits this type,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,2,'size'),Z.equal(x1,'blue','colour')),X)",bonan's rule,The medium blue emits this type.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,2,'size'),Z.equal(x1,'blue','colour')),X)",bonan's rule,0
170,193,299,ckg85,Zeta,there is a red,any sized red pyramid emits radiation,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,Any size of red pyramid in any combination emits,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
171,194,301,jqZgS,Omega,all are blue OR small,There has to be at least 1 of the large blue cones.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,3,'size')),1,X)",bonan's rule,There has to be a medium blue cone and a small green cone,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,2,'size')),Z.and_operator(Z.equal(x2,'green','colour'),Z.equal(x2,1,'size'))),X),X)",bonan's rule,1
172,196,303,jqZgS,Upsilon,none are upright,The cones need to be rotated,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,There has to be at least a red and blue cone that is rotated. The red cone needs to be bigger than blue cone.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))), Z.and_operator(Z.equal(x2,'blue','colour'),Z.not_operator(Z.equal(x2,'upright','orientation')))),Z.greater(x1,x2,'size')),1,X),1,X)",bonan's rule,0
173,197,304,jqZgS,Iota,one is blue,There has to be a blue and red cone leaning against each other.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'blue','colour')),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,There has to be a blue and red cone tilted against each other. The red cone needs to be bigger.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'blue','colour')),Z.hor_operator(x1,x2,'contact')),Z.greater(x1,x2,'size')),X),X)",bonan's rule,0
174,198,310,kCrd3,Omega,all are blue OR small,There must be a medium purple triangle with an angled green triangle touching it,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,2,'size')),Z.and_operator(Z.not_operator(Z.equal(x2,'upright','orientation')),Z.hor_operator(x1,x2,'contact'))),X),X)",bonan's rule,There must be a purple triangle and a green triangle. The purple triangle must be larger than or equal to the green triangle.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),Z.grequal(x1,x2,'size')),X),X)",bonan's rule,0
175,199,311,kCrd3,Iota,one is blue,It must have a purple triangle,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,Must have exactly one purple.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
176,200,312,kCrd3,Zeta,there is a red,Must have at least one red,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at least one red,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,1
177,201,313,kCrd3,Upsilon,none are upright,There must be red shapes and they must be on their side,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'red','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),X)",bonan's rule,"There must be no upright shapes, upright meaning open side down. All shapes must be on their side.",[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
178,203,320,6PmID,Zeta,there is a red,The arrangement has at least one red cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,The arrangement has at least one red cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
